Anagrams.java,com.thealgorithms.strings.Anagrams,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,approach2,75,KILLED,com.thealgorithms.strings.AnagramsQwen_COC1Test.[engine:junit-jupiter]/[class:com.thealgorithms.strings.AnagramsQwen_COC1Test]/[method:testApproach2_sameLengthsSameFrequencies()]
Anagrams.java,com.thealgorithms.strings.Anagrams,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,approach2,66,KILLED,com.thealgorithms.strings.AnagramsQwen_COC1Test.[engine:junit-jupiter]/[class:com.thealgorithms.strings.AnagramsQwen_COC1Test]/[method:testApproach2_sameLengthsDifferentFrequencies()]
Anagrams.java,com.thealgorithms.strings.Anagrams,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,approach2,66,KILLED,com.thealgorithms.strings.AnagramsQwen_COC1Test.[engine:junit-jupiter]/[class:com.thealgorithms.strings.AnagramsQwen_COC1Test]/[method:testApproach2_sameLengthsSameFrequencies()]
Anagrams.java,com.thealgorithms.strings.Anagrams,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,approach2,73,KILLED,com.thealgorithms.strings.AnagramsQwen_COC1Test.[engine:junit-jupiter]/[class:com.thealgorithms.strings.AnagramsQwen_COC1Test]/[method:testApproach2_sameLengthsDifferentFrequencies()]
Anagrams.java,com.thealgorithms.strings.Anagrams,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,approach2,73,KILLED,com.thealgorithms.strings.AnagramsQwen_COC1Test.[engine:junit-jupiter]/[class:com.thealgorithms.strings.AnagramsQwen_COC1Test]/[method:testApproach2_sameLengthsSameFrequencies()]
Anagrams.java,com.thealgorithms.strings.Anagrams,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,approach2,60,KILLED,com.thealgorithms.strings.AnagramsQwen_COC1Test.[engine:junit-jupiter]/[class:com.thealgorithms.strings.AnagramsQwen_COC1Test]/[method:testApproach2_sameLengthsSameFrequencies()]
Anagrams.java,com.thealgorithms.strings.Anagrams,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,approach2,75,KILLED,com.thealgorithms.strings.AnagramsQwen_COC1Test.[engine:junit-jupiter]/[class:com.thealgorithms.strings.AnagramsQwen_COC1Test]/[method:testApproach2_sameLengthsDifferentFrequencies()]
Anagrams.java,com.thealgorithms.strings.Anagrams,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,approach2,76,KILLED,com.thealgorithms.strings.AnagramsQwen_COC1Test.[engine:junit-jupiter]/[class:com.thealgorithms.strings.AnagramsQwen_COC1Test]/[method:testApproach2_sameLengthsSameFrequencies()]
Anagrams.java,com.thealgorithms.strings.Anagrams,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,approach2,80,KILLED,com.thealgorithms.strings.AnagramsQwen_COC1Test.[engine:junit-jupiter]/[class:com.thealgorithms.strings.AnagramsQwen_COC1Test]/[method:testApproach2_sameLengthsSameFrequencies()]
Anagrams.java,com.thealgorithms.strings.Anagrams,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,approach2,61,KILLED,com.thealgorithms.strings.AnagramsQwen_COC1Test.[engine:junit-jupiter]/[class:com.thealgorithms.strings.AnagramsQwen_COC1Test]/[method:testApproach2_differentLengths()]
Anagrams.java,com.thealgorithms.strings.Anagrams,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,approach2,77,KILLED,com.thealgorithms.strings.AnagramsQwen_COC1Test.[engine:junit-jupiter]/[class:com.thealgorithms.strings.AnagramsQwen_COC1Test]/[method:testApproach2_sameLengthsDifferentFrequencies()]
